"","week_nr","cust","brand","format","category","regprice","discount","quantity","holiday"
"128",4,247,"A","supermarket","z",30.6870236853138,0,1,0
"129",4,179,"E","convenience","z",23.3067801827565,0,1,0
"130",4,96,"C","hypermarket","z",38.9259551558644,12,2,0
"131",4,42,"D","supermarket","z",35.490741902031,9,2,0
"132",4,287,"C","hypermarket","z",20.5019791005179,1,2,0
"133",4,57,"D","convenience","z",19.9063811218366,2,2,0
"134",4,254,"D","supermarket","z",25.0751960417256,0,1,0
"135",4,250,"E","supermarket","z",36.3547077798285,14,2,0
"136",4,278,"B","convenience","z",19.8154873028398,1,2,0
"137",4,125,"E","convenience","z",40.973695339635,7,2,0
"138",4,13,"B","hypermarket","z",17.2465335717425,0,1,0
"139",4,282,"B","supermarket","z",19.4649393693544,1,2,0
"140",4,259,"B","convenience","z",33.2164526218548,0,1,0
"141",4,290,"B","supermarket","z",33.7423934298567,8,2,0
"142",4,251,"E","convenience","z",41.8149861576967,0,1,0
"143",4,187,"C","convenience","z",28.2241244916804,5,2,0
"144",4,181,"B","hypermarket","z",33.8808580907062,0,1,0
"145",4,20,"B","supermarket","z",36.0843659075908,0,1,0
"146",4,186,"B","convenience","z",43.9109819219448,5,2,0
"147",4,81,"E","convenience","z",39.2772245337255,5,2,0
"148",4,116,"A","convenience","z",16.2434561108239,0,1,0
"149",4,128,"D","convenience","z",35.0245623034425,0,1,0
"150",4,210,"A","hypermarket","z",23.6022967798635,9,2,0
"151",4,200,"E","supermarket","z",25.968260045629,0,1,0
"152",4,125,"A","hypermarket","z",43.983669730369,7,2,0
"153",4,234,"A","hypermarket","z",41.3423735322431,11,2,0
"154",4,10,"D","hypermarket","z",26.2102027866058,0,1,0
"155",4,17,"D","supermarket","z",28.256287642289,0,1,0
"156",4,125,"A","convenience","z",20.9934210637584,3,2,0
"157",4,219,"B","convenience","z",44.7513496619649,3,2,0
"158",4,86,"E","supermarket","z",38.206373413559,0,1,0
"159",4,262,"C","supermarket","z",31.8001966690645,0,1,0
"160",4,80,"C","convenience","z",30.7683148467913,0,1,0
"161",4,245,"C","supermarket","z",19.1941160196438,0,1,0
"162",4,220,"B","supermarket","z",28.0540701141581,2,2,0
"163",4,295,"C","hypermarket","z",18.9026672369801,13,2,0
"164",4,144,"E","hypermarket","z",23.0105852521956,4,2,0
"165",5,11,"A","supermarket","z",29.4591634813696,4,2,1
"166",5,189,"B","supermarket","z",25.4781364928931,2,2,1
"167",5,173,"B","convenience","z",42.3309392365627,0,1,1
"168",5,238,"C","supermarket","z",40.1809832104482,0,1,1
"169",5,245,"C","convenience","z",38.7437052489258,0,1,1
"170",5,274,"B","convenience","z",28.9512017718516,7,2,1
"171",5,260,"D","hypermarket","z",43.0012126732618,13,2,1
"172",5,246,"A","hypermarket","z",19.6505106124096,0,1,1
"173",5,113,"D","hypermarket","z",26.2108823424205,2,2,1
"174",5,257,"D","supermarket","z",31.3662260281853,4,2,1
"175",5,287,"A","supermarket","z",23.4934939001687,0,1,1
"176",5,84,"D","supermarket","z",25.3418270149268,2,2,1
"177",5,241,"C","convenience","z",16.9877496943809,6,2,1
"178",5,173,"A","supermarket","z",31.1622979491949,7,2,1
"179",5,159,"D","hypermarket","z",17.8860413795337,2,2,1
"180",5,85,"E","hypermarket","z",31.0568111040629,0,1,1
"181",5,195,"D","convenience","z",36.9802215043455,0,1,1
"182",5,234,"A","convenience","z",19.7560267383233,0,1,1
"183",5,239,"D","hypermarket","z",24.3894615559839,0,1,1
"184",5,36,"E","hypermarket","z",24.2240855866112,0,1,1
"185",5,150,"D","convenience","z",28.3153821201995,11,2,1
"186",5,58,"D","supermarket","z",33.3282307139598,0,1,1
"187",5,256,"A","convenience","z",19.4800161500461,0,1,1
"188",5,170,"C","convenience","z",30.740345295053,0,1,1
"189",5,241,"C","convenience","z",42.2045336198062,0,1,1
"190",5,215,"B","convenience","z",32.122964838054,0,1,1
"191",5,149,"C","hypermarket","z",26.8756765220314,0,1,1
"192",5,119,"C","convenience","z",29.2197538074106,3,2,1
"193",5,79,"E","convenience","z",42.8914503450505,13,2,1
"194",5,194,"D","convenience","z",24.0795561508276,8,2,1
"195",6,269,"E","supermarket","z",30.7664479664527,12,2,0
"196",6,102,"D","convenience","z",40.0043150922284,0,1,0
"197",6,258,"D","convenience","z",41.0001325118355,1,2,0
"198",6,64,"D","hypermarket","z",41.7523989197798,0,1,0
"199",6,55,"C","convenience","z",29.898696905002,0,1,0
"200",6,48,"B","convenience","z",28.0819843173958,15,2,0
"201",6,33,"A","supermarket","z",40.181737204548,0,1,0
"202",6,139,"D","hypermarket","z",36.574651657138,0,1,0
"203",6,284,"B","supermarket","z",29.1521767526865,11,2,0
"204",6,207,"C","convenience","z",24.0645715640858,0,1,0
"205",6,58,"B","hypermarket","z",26.8234931258485,12,2,0
"206",6,53,"C","convenience","z",22.6522502372973,0,1,0
"207",6,85,"B","supermarket","z",21.3317301264033,12,2,0
"208",6,40,"C","supermarket","z",23.1851037195884,0,1,0
"209",6,96,"D","hypermarket","z",21.0681465896778,2,2,0
"210",6,263,"A","hypermarket","z",29.2922067968175,3,2,0
"211",6,275,"E","hypermarket","z",37.9143870715052,14,2,0
"212",6,10,"C","supermarket","z",36.0713771497831,0,1,0
"213",6,282,"D","convenience","z",37.2994205122814,14,2,0
"214",6,279,"E","convenience","z",16.3602234958671,0,1,0
"215",6,62,"B","hypermarket","z",39.8964227247052,0,1,0
"216",6,95,"C","supermarket","z",35.6728599406779,14,2,0
"217",6,4,"A","convenience","z",15.3357366495766,11,2,0
"218",6,230,"A","supermarket","z",21.2397739221342,0,1,0
"219",6,221,"A","supermarket","z",26.0435130796395,4,2,0
"220",6,96,"E","supermarket","z",15.8566553704441,0,1,0
"221",6,196,"E","convenience","z",42.8793360223062,0,1,0
"222",6,133,"D","hypermarket","z",39.7528568166308,15,2,0
"223",7,163,"A","convenience","z",37.8177185263485,6,2,0
"224",7,236,"A","convenience","z",35.6862787809223,0,1,0
"225",7,67,"B","supermarket","z",24.922647094354,5,2,0
"226",7,37,"E","hypermarket","z",22.1640211273916,0,1,0
"227",7,213,"D","hypermarket","z",18.6784316436388,0,1,0
"228",7,59,"E","supermarket","z",36.9939976651222,0,1,0
"229",7,14,"B","hypermarket","z",31.3378458819352,11,2,0
"230",7,216,"B","hypermarket","z",35.7126033562236,0,1,0
"231",7,296,"D","supermarket","z",38.9027250185609,6,2,0
"232",7,270,"B","supermarket","z",40.0972662074491,4,2,0
"233",7,218,"E","hypermarket","z",30.0866324035451,15,2,0
"234",7,264,"A","convenience","z",34.4711678428575,0,1,0
"235",7,81,"B","hypermarket","z",19.7229298576713,0,1,0
"236",7,288,"A","supermarket","z",37.2652907925658,13,2,0
"237",7,234,"B","hypermarket","z",17.416670776438,0,1,0
"238",7,177,"E","hypermarket","z",28.3059875993058,13,2,0
"239",7,90,"D","supermarket","z",34.8107155342586,10,2,0
"240",7,243,"B","supermarket","z",32.9430900933221,0,1,0
"241",7,136,"A","supermarket","z",43.868278185837,8,2,0
"242",7,83,"E","supermarket","z",38.2695163786411,0,1,0
"243",7,294,"D","supermarket","z",17.9840649850667,0,1,0
"244",7,74,"D","supermarket","z",43.0833715433255,0,1,0
"245",7,51,"C","supermarket","z",31.787324056495,0,1,0
"246",7,99,"B","supermarket","z",18.0533757386729,0,1,0
"247",7,287,"C","supermarket","z",29.6740486985072,0,1,0
"248",7,108,"D","hypermarket","z",26.1598384520039,0,1,0
"249",7,133,"D","hypermarket","z",39.219314858783,0,1,0
"250",7,19,"D","convenience","z",34.4889122899622,0,1,0
"251",7,58,"A","supermarket","z",18.8296348694712,0,1,0
"252",7,103,"D","hypermarket","z",21.1326045705937,0,1,0
"253",7,264,"B","convenience","z",32.5851391232572,10,2,0
"254",7,233,"C","supermarket","z",31.1871581571177,14,2,0
"255",7,21,"A","hypermarket","z",35.8553292718716,0,1,0
"256",8,29,"A","hypermarket","z",38.9574869466014,12,2,0
"257",8,278,"C","supermarket","z",26.1078385985456,7,2,0
"258",8,293,"A","supermarket","z",33.2070379145443,4,2,0
"259",8,81,"A","convenience","z",27.4872961803339,11,2,0
"260",8,137,"E","hypermarket","z",19.3470314377919,8,2,0
"261",8,40,"A","convenience","z",26.5452197939157,5,2,0
"262",8,118,"C","supermarket","z",19.9688086425886,9,2,0
"263",8,84,"A","hypermarket","z",18.3950578607619,6,2,0
"264",8,18,"A","hypermarket","z",40.625310712494,0,1,0
"265",8,276,"A","convenience","z",23.6782772932202,0,1,0
"266",8,249,"C","supermarket","z",20.5188471009023,0,1,0
"267",8,66,"A","supermarket","z",43.2511218334548,0,1,0
"268",8,110,"C","hypermarket","z",31.4974295720458,10,2,0
"269",8,217,"D","supermarket","z",32.8822686919011,15,2,0
"270",8,30,"D","supermarket","z",39.3707709875889,5,2,0
"271",8,73,"E","supermarket","z",19.7642582282424,3,2,0
"272",8,255,"D","hypermarket","z",34.6224537701346,7,2,0
"273",8,57,"A","convenience","z",38.7291805283166,10,2,0
"274",8,182,"C","supermarket","z",26.7309654923156,0,1,0
"275",8,83,"E","hypermarket","z",26.2869737343863,0,1,0
"276",8,48,"E","supermarket","z",25.8339858334512,0,1,0
"277",8,54,"E","hypermarket","z",33.1000424874946,4,2,0
"278",8,272,"B","hypermarket","z",22.0611639297567,0,1,0
"279",8,296,"A","hypermarket","z",38.4497119789012,0,1,0
"280",8,173,"E","convenience","z",23.7479167431593,0,1,0
"281",8,176,"D","supermarket","z",31.4402742823586,7,2,0
"282",8,132,"B","hypermarket","z",36.0022946074605,13,2,0
"283",8,38,"E","convenience","z",21.5501928166486,0,1,0
"284",8,110,"A","supermarket","z",20.504983314313,13,2,0
"285",8,5,"B","hypermarket","z",23.9701172942296,0,1,0
"286",8,246,"D","convenience","z",36.2080870871432,0,1,0
"287",8,112,"C","supermarket","z",18.3570330566727,13,2,0
"288",8,37,"E","hypermarket","z",33.2610905868933,0,1,0
"289",8,154,"C","convenience","z",16.3046004879288,0,1,0
"290",8,50,"A","convenience","z",15.4609691700898,0,1,0
"291",8,171,"D","supermarket","z",36.7057822295465,8,2,0
"292",8,205,"A","convenience","z",20.7366564497352,0,1,0
"293",8,175,"C","hypermarket","z",24.7864321642555,0,1,0
"294",8,39,"E","supermarket","z",39.4521473580971,0,1,0
"295",8,14,"D","convenience","z",23.4590298403054,10,2,0
"296",9,167,"C","supermarket","z",19.1638250928372,4,2,0
"297",9,144,"D","convenience","z",42.8830076381564,1,2,0
"298",9,66,"E","hypermarket","z",37.1902340697125,0,1,0
"299",9,212,"A","supermarket","z",24.1558385873213,11,2,0
"300",9,262,"D","supermarket","z",26.6527920914814,9,2,0
"301",9,11,"A","convenience","z",34.2490604287013,0,1,0
"302",9,229,"D","convenience","z",43.7343413732015,0,1,0
"303",9,150,"B","hypermarket","z",43.2906301296316,15,2,0
"304",9,157,"D","hypermarket","z",25.0964951701462,0,1,0
"305",9,284,"B","supermarket","z",24.3041994189844,0,1,0
"306",9,252,"A","supermarket","z",34.3827503034845,0,1,0
"307",9,141,"C","supermarket","z",21.1744088376872,0,1,0
"308",9,141,"A","supermarket","z",41.2318762857467,0,1,0
"309",9,159,"D","supermarket","z",16.1788047943264,2,2,0
"310",9,195,"D","hypermarket","z",34.4403025042266,0,1,0
"311",9,66,"B","supermarket","z",28.3701019710861,0,1,0
"312",9,138,"C","hypermarket","z",40.816768433433,0,1,0
"313",9,214,"A","supermarket","z",15.9476536139846,0,1,0
"314",9,86,"B","hypermarket","z",18.2940923050046,0,1,0
"315",9,134,"D","supermarket","z",25.5026348680258,0,1,0
"316",9,73,"B","convenience","z",42.3360422370024,12,2,0
"317",9,258,"B","hypermarket","z",25.6869077892043,0,1,0
"318",9,127,"B","hypermarket","z",17.5342072779313,0,1,0
"319",9,202,"A","supermarket","z",25.3725702362135,0,1,0
"320",9,148,"D","supermarket","z",25.5478141992353,3,2,0
"321",9,34,"C","hypermarket","z",41.1904583056457,0,1,0
"322",9,33,"D","hypermarket","z",20.2990378928371,0,1,0
"323",9,13,"A","convenience","z",18.399027697742,15,2,0
"324",9,291,"B","convenience","z",26.2044970015995,0,1,0
"325",9,10,"A","supermarket","z",39.9022656097077,0,1,0
"326",9,98,"D","convenience","z",42.4756059539504,0,1,0
"327",9,29,"A","convenience","z",26.5497313183732,0,1,0
"328",9,130,"B","hypermarket","z",21.3061426207423,0,1,0
"329",9,240,"A","convenience","z",21.1457731830887,14,2,0
"330",9,153,"C","supermarket","z",37.6126652536914,9,2,0
"331",9,220,"E","convenience","z",31.8087541381828,6,2,0
"332",9,226,"D","hypermarket","z",30.1739961770363,0,1,0
"333",9,109,"B","supermarket","z",30.5269662360661,0,1,0
"334",9,263,"D","supermarket","z",41.6843145014718,0,1,0
"335",9,101,"A","supermarket","z",24.2143364343792,0,1,0
"336",9,159,"A","hypermarket","z",42.1422243327834,0,1,0
"337",10,147,"E","convenience","z",21.7959420313127,3,2,1
"338",10,227,"A","convenience","z",21.6255600820296,15,2,1
"339",10,173,"D","hypermarket","z",34.6835584379733,0,1,1
"340",10,208,"D","hypermarket","z",29.1810761298984,0,1,1
"341",10,113,"C","supermarket","z",42.020429908298,0,1,1
"342",10,152,"A","convenience","z",44.8341666022316,0,1,1
"343",10,259,"B","supermarket","z",20.9128832188435,10,2,1
"344",10,218,"D","convenience","z",25.7410703622736,5,2,1
"345",10,277,"C","supermarket","z",31.7488599987701,5,2,1
"346",10,77,"D","supermarket","z",32.6671021012589,3,2,1
"347",10,61,"E","hypermarket","z",24.6161762438715,13,2,1
"348",10,124,"C","convenience","z",27.3030543280765,1,2,1
"349",10,129,"C","supermarket","z",21.0188618861139,12,2,1
"350",10,107,"D","supermarket","z",39.8586737271398,5,2,1
"351",10,157,"C","convenience","z",17.1480115852319,0,1,1
"352",10,70,"E","supermarket","z",15.1361939264461,9,2,1
"353",10,32,"E","supermarket","z",38.8345635286532,0,1,1
"354",10,16,"B","hypermarket","z",28.550091565121,9,2,1
"355",10,166,"C","hypermarket","z",27.1853206842206,1,2,1
"356",10,29,"B","convenience","z",42.0973070408218,0,1,1
"357",10,2,"C","convenience","z",32.2582606296055,7,2,1
"358",10,86,"B","hypermarket","z",19.3982494901866,10,2,1
"359",10,238,"B","convenience","z",17.1881049242802,7,2,1
"360",10,53,"C","convenience","z",35.5663547571748,15,2,1
"361",10,14,"E","convenience","z",33.8183761993423,6,2,1
"362",10,184,"A","convenience","z",44.188217385672,9,2,1
"363",10,26,"E","hypermarket","z",23.3066961821169,0,1,1
"364",10,4,"E","supermarket","z",23.3485248265788,6,2,1
"365",11,25,"B","supermarket","z",34.6182957175188,0,1,0
"366",11,9,"B","hypermarket","z",24.7368256305344,0,1,0
"367",11,81,"E","convenience","z",21.6719730827026,0,1,0
"368",11,44,"B","supermarket","z",22.1126552321948,6,2,0
"369",11,270,"C","supermarket","z",42.5662196148187,6,2,0
"370",11,194,"E","convenience","z",23.8382441201247,0,1,0
"371",11,128,"A","supermarket","z",25.8739203913137,0,1,0
"372",11,282,"D","convenience","z",29.7743362002075,13,2,0
"373",11,49,"A","convenience","z",44.6350740920752,9,2,0
"374",11,69,"C","convenience","z",43.1265105307102,0,1,0
"375",11,226,"D","hypermarket","z",33.1251523294486,3,2,0
"376",11,267,"D","supermarket","z",25.9286212851293,0,1,0
"377",11,48,"D","convenience","z",34.1132676112466,14,2,0
"378",11,297,"A","hypermarket","z",30.5929856537841,9,2,0
"379",11,33,"E","convenience","z",31.7715305811726,0,1,0
"380",11,169,"C","hypermarket","z",26.3991365488619,0,1,0
"381",11,218,"A","supermarket","z",32.4394009611569,8,2,0
"382",11,153,"E","convenience","z",23.1275883573107,5,2,0
"383",11,285,"B","convenience","z",39.9157463992015,0,1,0
"384",11,216,"C","convenience","z",26.5470580081455,0,1,0
"385",11,198,"B","convenience","z",23.771066791378,4,2,0
"386",11,246,"D","hypermarket","z",24.7540692170151,2,2,0
"387",11,32,"C","hypermarket","z",38.7047109659761,0,1,0
"388",11,63,"C","convenience","z",25.360963458661,6,2,0
"389",11,268,"A","convenience","z",19.1504292818718,0,1,0
"390",11,237,"E","supermarket","z",32.5589601974934,1,2,0
"391",11,48,"A","hypermarket","z",15.6425507809035,1,2,0
"392",11,269,"B","convenience","z",41.5727634751238,0,1,0
"393",11,77,"C","convenience","z",17.2384301503189,10,2,0
"394",11,280,"E","supermarket","z",27.2494832379743,0,1,0
"395",11,194,"B","supermarket","z",40.2695271628909,0,1,0
"396",11,206,"E","hypermarket","z",23.8391243317164,0,1,0
"397",11,161,"C","convenience","z",26.4393666666001,5,2,0
"398",11,296,"A","convenience","z",25.1774847507477,1,2,0
"399",11,164,"B","convenience","z",30.3900051908568,4,2,0
"400",11,275,"C","convenience","z",24.5402435911819,0,1,0
"401",11,15,"A","convenience","z",37.2667478397489,0,1,0
"402",11,114,"C","supermarket","z",40.8282208791934,4,2,0
"403",11,271,"D","supermarket","z",21.6202825843357,0,1,0
"404",11,135,"C","supermarket","z",27.5994755211286,5,2,0
"405",11,117,"A","convenience","z",43.349467527587,0,1,0
"406",11,242,"E","supermarket","z",22.2598575381562,7,2,0
"407",11,278,"B","convenience","z",26.3548624911346,0,1,0
"408",11,111,"C","convenience","z",39.5325254579075,4,2,0
"409",11,183,"E","hypermarket","z",38.1521377083845,14,2,0
"410",11,40,"D","supermarket","z",41.6013923264109,0,1,0
"411",12,128,"E","convenience","z",32.2351426770911,0,1,0
"412",12,48,"D","supermarket","z",34.1994629125111,11,2,0
"413",12,1,"B","convenience","z",42.3268083203584,6,2,0
"414",12,27,"B","convenience","z",32.9168903524987,0,1,0
"415",12,177,"D","supermarket","z",30.8675692649558,0,1,0
"416",12,241,"C","convenience","z",36.707691012416,5,2,0
"417",12,162,"B","convenience","z",33.4723912412301,15,2,0
"418",12,173,"E","hypermarket","z",44.5764274033718,5,2,0
"419",12,293,"B","hypermarket","z",25.4161896463484,5,2,0
"420",12,85,"A","convenience","z",17.991744261235,14,2,0
"421",12,216,"E","hypermarket","z",22.2946454258636,6,2,0
"422",12,225,"A","convenience","z",44.5061438879929,5,2,0
"423",12,111,"D","supermarket","z",25.4837820120156,0,1,0
"424",12,134,"D","hypermarket","z",31.2632762873545,15,2,0
"425",12,201,"B","supermarket","z",34.772087498568,8,2,0
"426",12,283,"D","convenience","z",30.1111207064241,10,2,0
"427",12,203,"B","hypermarket","z",28.1477687833831,14,2,0
"428",12,165,"D","supermarket","z",43.5394763876684,0,1,0
"429",12,153,"E","hypermarket","z",34.267814825289,11,2,0
"430",12,134,"C","hypermarket","z",36.1483537754975,12,2,0
"431",12,173,"D","supermarket","z",17.5191812426783,15,2,0
"432",12,27,"A","convenience","z",38.6292053572834,0,1,0
"433",12,157,"C","convenience","z",18.7049211538397,0,1,0
"434",12,172,"B","supermarket","z",28.9727010461502,7,2,0
"435",12,152,"E","hypermarket","z",36.3807469443418,0,1,0
"436",12,68,"B","convenience","z",18.7918186699972,9,2,0
"437",12,247,"A","convenience","z",32.3416873742826,12,2,0
"438",12,219,"E","hypermarket","z",25.5445459275506,9,2,0
"439",12,113,"C","convenience","z",41.2634651991539,5,2,0
"440",12,151,"C","convenience","z",25.9128846460953,15,2,0
"441",12,42,"A","supermarket","z",30.3482291707769,0,1,0
"442",12,37,"B","supermarket","z",26.2747353245504,4,2,0
"443",13,181,"E","supermarket","z",42.2225358174182,10,2,0
"444",13,110,"B","hypermarket","z",20.056027485989,5,2,0
"445",13,36,"A","convenience","z",29.9806627049111,4,2,0
"446",13,15,"B","hypermarket","z",22.2410651575774,2,2,0
"447",13,38,"E","hypermarket","z",24.6432848554105,0,1,0
"448",13,238,"B","hypermarket","z",34.6309422561899,11,2,0
"449",13,73,"D","hypermarket","z",15.0274726096541,0,1,0
"450",13,57,"E","hypermarket","z",39.4681619340554,0,1,0
"451",13,261,"D","hypermarket","z",21.651300333906,12,2,0
